Date,City,Country,Latitude,Longitude,Magnitude,Depth_km,Impact_Score,Datetime,Year,Month
2022-01-19,Seram,Indonesia,-3.4837,130.9525,5.3,10.0,432,2022-01-19 14:29:43,2022,1
2022-01-19,southwest of Africa,southwest of Africa,-52.4599,12.9763,5.3,10.0,432,2022-01-19 05:46:11,2022,1
2022-01-18,Pacific-Antarctic Ridge,Pacific-Antarctic Ridge,-63.1612,-160.5108,5.4,10.0,449,2022-01-18 18:06:47,2022,1
2022-01-18,west of Macquarie Island,west of Macquarie Island,-57.3902,147.8219,5.1,10.0,400,2022-01-18 16:49:45,2022,1
2022-01-17,86 km NNW of Shi Yomi,India,29.2819,94.1513,5.1,10.0,400,2022-01-17 22:59:23,2022,1
2022-01-17,south of the Fiji Islands,south of the Fiji Islands,-26.7875,-176.4386,5.0,38.41,385,2022-01-17 15:44:14,2022,1
2022-01-17,197 km SSW of Altai,Mongolia,44.7951,95.096,5.0,10.0,385,2022-01-17 15:04:45,2022,1
2022-01-17,45 km E of Qala i Naw,Afghanistan,34.9289,63.6208,5.3,11.4,658,2022-01-17 11:40:06,2022,1
2022-01-17,96 km SW of Pelabuhanratu,Indonesia,-7.5134,105.8582,5.0,35.0,388,2022-01-17 00:25:57,2022,1
2022-01-16,0 km NE of El Coyul,Mexico,15.92,-95.8059,5.3,35.0,441,2022-01-16 23:31:09,2022,1
2022-01-16,74 km WSW of Panguna,Papua New Guinea,-6.4492,154.8224,6.1,379.0,572,2022-01-16 12:52:08,2022,1
2022-01-16,25 km SSE of Karyes,Greece,40.0413,24.361,5.5,7.0,477,2022-01-16 11:48:05,2022,1
2022-01-16,71 km ENE of Hualien City,Taiwan,24.2173,122.2544,5.2,54.78,419,2022-01-16 08:15:41,2022,1
2022-01-16,76 km NW of Sola,Vanuatu,-13.3101,167.1432,5.3,197.4,433,2022-01-16 05:17:58,2022,1
2022-01-16,South Sandwich Islands region,South Sandwich Islands region,-60.0032,-27.9154,5.2,141.88,416,2022-01-16 00:25:35,2022,1
2022-01-15,South Sandwich Islands region,South Sandwich Islands region,-57.9297,-25.6864,5.3,52.83,432,2022-01-15 23:57:34,2022,1
2022-01-15,Pacific-Antarctic Ridge,Pacific-Antarctic Ridge,-55.5113,-128.4388,5.7,10.0,500,2022-01-15 18:23:04,2022,1
2022-01-15,South Sandwich Islands region,South Sandwich Islands region,-58.0056,-23.8096,5.0,10.0,385,2022-01-15 17:24:53,2022,1
2022-01-15,68 km NNW of Nuku‘alofa,Tonga,-20.546,-175.39,5.8,0.0,530,2022-01-15 04:14:45,2022,1
2022-01-15,55 km E of Madang,Papua New Guinea,-5.1711,146.281,5.3,36.71,433,2022-01-15 00:51:16,2022,1
2022-01-14,70 km NNW of Bima,Indonesia,-7.8364,118.5907,5.1,10.0,400,2022-01-14 16:43:22,2022,1
2022-01-14,16 km SSW of Ashk?sham,Afghanistan,36.5418,71.4945,5.3,106.99,435,2022-01-14 16:13:03,2022,1
2022-01-14,Kermadec Islands region,Kermadec Islands region,-28.3876,-176.616,5.0,10.0,385,2022-01-14 15:09:00,2022,1
2022-01-14,100 km SW of Labuan,Indonesia,-7.0422,105.2063,5.4,34.46,450,2022-01-14 09:49:20,2022,1
2022-01-14,80 km SW of Labuan,Indonesia,-6.86,105.2887,6.6,33.0,791,2022-01-14 09:05:41,2022,1
2022-01-13,102 km NW of Copiapó,Chile,-26.8528,-71.1932,5.2,14.52,416,2022-01-13 18:19:36,2022,1
2022-01-13,"Andreanof Islands, Aleutian Islands",Alaska,51.2863,-179.1427,5.1,46.51,400,2022-01-13 05:47:12,2022,1
2022-01-13,242 km WSW of Adak,Alaska,51.14,-179.9169,5.0,38.33,385,2022-01-13 01:45:59,2022,1
2022-01-12,43 km ENE of Lae,Papua New Guinea,-6.6002,147.3665,5.6,80.0,488,2022-01-12 13:16:21,2022,1
2022-01-12,108 km WSW of Wuwei,China,37.7163,101.4294,5.0,10.0,385,2022-01-12 13:01:55,2022,1
2022-01-12,22 km ENE of Eltham,New Zealand,-39.3264,174.519,5.7,193.29,510,2022-01-12 10:49:35,2022,1
2022-01-12,111 km WSW of Wuwei,China,37.6825,101.4046,5.1,10.0,400,2022-01-12 10:20:43,2022,1
2022-01-12,south of the Kermadec Islands,south of the Kermadec Islands,-32.8546,-179.1915,5.1,52.51,400,2022-01-12 03:04:27,2022,1
2022-01-12,"Rat Islands, Aleutian Islands",Alaska,52.0751,178.0555,5.2,133.57,416,2022-01-12 01:48:03,2022,1
2022-01-11,79 km ENE of Hihifo,Tonga,-15.6891,-173.102,5.0,35.0,385,2022-01-11 13:29:47,2022,1
2022-01-11,95 km SE of Nikolski,Alaska,52.2658,-167.9906,5.3,15.23,432,2022-01-11 12:55:18,2022,1
2022-01-11,82 km SE of Nikolski,Alaska,52.4378,-167.9609,5.8,16.72,518,2022-01-11 12:53:45,2022,1
2022-01-11,53 km SE of Nikolski,Alaska,52.5791,-168.3275,6.6,19.0,674,2022-01-11 12:39:32,2022,1
2022-01-11,88 km SE of Nikolski,Alaska,52.3766,-167.9324,5.4,16.97,449,2022-01-11 11:45:53,2022,1
2022-01-11,100 km SE of Nikolski,Alaska,52.3415,-167.7554,6.8,20.0,730,2022-01-11 11:35:43,2022,1
2022-01-11,95 km SSE of Pangai,Tonga,-20.5694,-173.903,5.0,10.0,385,2022-01-11 08:55:02,2022,1
2022-01-11,48 km WNW of Pólis,Cyprus,35.2267,31.9435,6.6,21.0,976,2022-01-11 01:07:48,2022,1
2022-01-11,260 km S of Sinabang,Indonesia,0.1519,96.7107,5.2,10.0,416,2022-01-11 00:26:30,2022,1
2022-01-10,northern Mid-Atlantic Ridge,northern Mid-Atlantic Ridge,28.4777,-43.6423,5.8,10.0,518,2022-01-10 23:26:44,2022,1
2022-01-10,south of the Fiji Islands,south of the Fiji Islands,-25.0442,179.8704,5.7,498.93,500,2022-01-10 20:03:03,2022,1
2022-01-10,150 km S of ‘Ohonua,Tonga,-22.693,-174.9208,5.0,10.0,385,2022-01-10 19:54:14,2022,1
2022-01-10,south of the Fiji Islands,south of the Fiji Islands,-24.7587,-176.1172,5.3,25.42,432,2022-01-10 10:59:33,2022,1
2022-01-10,23 km NW of Trancas,Argentina,-26.0798,-65.4393,5.6,8.0,504,2022-01-10 08:36:02,2022,1
2022-01-10,south of the Kermadec Islands,south of the Kermadec Islands,-33.77,179.5102,5.3,10.0,432,2022-01-10 06:26:42,2022,1
2022-01-10,south of the Kermadec Islands,south of the Kermadec Islands,-33.8834,179.7103,5.2,10.0,416,2022-01-10 01:26:04,2022,1
2022-01-10,south of the Kermadec Islands,south of the Kermadec Islands,-33.7504,179.5715,5.2,10.0,416,2022-01-10 00:35:33,2022,1
2022-01-10,south of the Kermadec Islands,south of the Kermadec Islands,-33.7522,179.8989,5.3,10.0,432,2022-01-10 00:08:36,2022,1
2022-01-10,south of the Kermadec Islands,south of the Kermadec Islands,-33.7823,179.574,6.2,7.0,592,2022-01-10 00:06:30,2022,1
2022-01-09,33 km SSW of Tobelo,Indonesia,1.4713,127.8516,5.4,10.0,453,2022-01-09 21:59:05,2022,1
2022-01-09,5 km NNW of Flórina,Greece,40.8272,21.3919,5.5,13.45,739,2022-01-09 21:43:47,2022,1
2022-01-09,south of the Kermadec Islands,south of the Kermadec Islands,-32.8951,-179.0365,5.0,35.0,385,2022-01-09 21:35:31,2022,1
2022-01-09,33 km SSW of Tobelo,Indonesia,1.4538,127.8761,5.2,10.0,416,2022-01-09 21:27:50,2022,1
2022-01-09,131 km ESE of Kokopo,Papua New Guinea,-4.7723,153.3744,5.0,54.57,385,2022-01-09 09:13:48,2022,1
2022-01-09,New Britain region,Papua New Guinea,-7.2106,152.6649,5.7,13.0,500,2022-01-09 02:05:46,2022,1
2022-01-08,112 km SE of Pondaguitan,Philippines,5.7328,126.9785,5.0,107.86,385,2022-01-08 10:30:42,2022,1
2022-01-08,34 km S of Tobelo,Indonesia,1.4233,127.9637,5.3,10.0,433,2022-01-08 09:53:41,2022,1
2022-01-08,Kermadec Islands,New Zealand,-30.3315,-177.554,5.1,34.58,400,2022-01-08 08:34:55,2022,1
2022-01-08,104 km NNW of Yakutat,Alaska,60.3899,-140.5334,5.2,37.78,422,2022-01-08 08:16:42,2022,1
2022-01-08,110 km NW of Copiapó,Chile,-26.6816,-71.138,5.9,13.0,540,2022-01-08 03:24:08,2022,1
2022-01-07,Chagos Archipelago region,Chagos Archipelago region,-3.5256,68.4857,5.1,10.0,400,2022-01-07 21:46:19,2022,1
2022-01-07,126 km E of Kokopo,Papua New Guinea,-4.38,153.4074,5.0,10.0,385,2022-01-07 19:50:36,2022,1
2022-01-07,125 km SW of Jinchang,China,37.7592,101.1086,5.1,10.0,402,2022-01-07 18:09:06,2022,1
2022-01-07,118 km SW of Jinchang,China,37.811,101.1631,5.2,10.0,416,2022-01-07 17:55:20,2022,1
2022-01-07,northern Qinghai,China,37.8283,101.29,6.6,13.0,1012,2022-01-07 17:45:30,2022,1
2022-01-07,59 km S of Corinto,Nicaragua,11.948,-87.1714,5.1,10.0,401,2022-01-07 17:04:13,2022,1
2022-01-07,Mid-Indian Ridge,Mid-Indian Ridge,-33.5773,77.6993,5.3,10.0,432,2022-01-07 12:25:53,2022,1
2022-01-07,6 km NW of Cocachacra,Peru,-11.8659,-76.5753,5.6,95.84,752,2022-01-07 10:27:06,2022,1
2022-01-07,Kermadec Islands,New Zealand,-30.2707,-177.5837,5.1,6.12,400,2022-01-07 05:08:32,2022,1
2022-01-06,near the coast of Nicaragua,near the coast of Nicaragua,11.9367,-87.1371,6.1,17.0,597,2022-01-06 16:25:05,2022,1
2022-01-06,South Sandwich Islands region,South Sandwich Islands region,-59.6644,-26.394,5.2,46.57,416,2022-01-06 12:16:06,2022,1
2022-01-06,130 km S of Kokopo,Papua New Guinea,-5.5193,152.1909,5.0,10.0,385,2022-01-06 08:18:36,2022,1
2022-01-05,southern Pacific Ocean,southern Pacific Ocean,-65.3437,-71.5089,5.7,10.0,500,2022-01-05 23:24:39,2022,1
2022-01-05,south of the Kermadec Islands,south of the Kermadec Islands,-32.3207,-174.9087,5.0,10.0,385,2022-01-05 21:31:47,2022,1
2022-01-05,Vanuatu,Vanuatu,-18.9797,169.6122,5.0,267.22,385,2022-01-05 16:43:09,2022,1
2022-01-05,85 km SW of Isangel,Vanuatu,-20.1713,168.814,5.2,10.0,416,2022-01-05 11:46:20,2022,1
2022-01-05,156 km E of Ust’-Kamchatsk Staryy,Russia,56.0178,164.9692,5.2,9.2,416,2022-01-05 07:22:26,2022,1
2022-01-05,67 km SSW of Okurcalar,Turkey,36.1445,31.2928,5.1,42.99,416,2022-01-05 03:21:16,2022,1
2022-01-05,17 km SSE of Port-Vila,Vanuatu,-17.88,168.3867,5.0,57.97,387,2022-01-05 01:08:02,2022,1
2022-01-05,Laptev Sea,Laptev Sea,76.2296,125.0553,5.1,10.0,400,2022-01-05 00:46:01,2022,1
2022-01-04,284 km E of Katabu,Indonesia,-4.8065,125.0808,6.0,544.0,554,2022-01-04 20:55:46,2022,1
2022-01-04,113 km SSE of Isangel,Vanuatu,-20.4804,169.7151,5.8,117.71,518,2022-01-04 18:31:55,2022,1
2022-01-04,107 km W of Panguna,Papua New Guinea,-6.3593,154.5131,5.0,10.0,385,2022-01-04 17:26:32,2022,1
2022-01-04,northern Mid-Atlantic Ridge,northern Mid-Atlantic Ridge,35.2813,-35.249,5.9,10.0,536,2022-01-04 03:18:37,2022,1
2022-01-03,59 km E of Hualien City,Taiwan,24.026,122.1898,5.0,23.34,386,2022-01-03 23:17:28,2022,1
2022-01-03,Bonin Islands,Japan region,27.1965,141.5457,5.8,40.0,520,2022-01-03 21:08:51,2022,1
2022-01-03,66 km E of Hualien City,Taiwan,24.0079,122.2592,6.2,19.0,628,2022-01-03 09:46:35,2022,1
2022-01-03,110 km NW of Sola,Vanuatu,-13.1864,166.8148,6.0,104.0,555,2022-01-03 02:09:44,2022,1
2022-01-02,79 km WNW of Tobelo,Indonesia,1.9322,127.3237,5.0,93.72,385,2022-01-02 22:44:23,2022,1
2022-01-02,South Sandwich Islands region,South Sandwich Islands region,-59.6781,-26.2642,5.0,42.43,385,2022-01-02 12:19:09,2022,1
2022-01-02,South Sandwich Islands region,South Sandwich Islands region,-59.0495,-25.6703,5.1,35.0,400,2022-01-02 08:11:04,2022,1
2022-01-02,99 km E of Shangri-La,China,27.7998,100.7176,5.4,35.68,452,2022-01-02 07:02:13,2022,1
2022-01-02,South Sandwich Islands region,South Sandwich Islands region,-59.5901,-25.9704,5.0,35.0,385,2022-01-02 03:17:42,2022,1
2022-01-01,Badakhshan,Afghanistan,36.59,71.1783,5.2,231.91,417,2022-01-01 13:15:25,2022,1
2022-01-01,South Sandwich Islands region,South Sandwich Islands region,-56.4752,-26.2261,5.1,35.0,400,2022-01-01 11:16:04,2022,1
2022-01-01,southeast of Easter Island,southeast of Easter Island,-36.1658,-100.538,5.6,10.0,482,2022-01-01 08:08:09,2022,1
2021-12-31,122 km NNE of Palu,Indonesia,0.0488,120.4338,5.0,106.77,385,2021-12-31 05:53:42,2021,12
2021-12-31,198 km SSW of Lajes das Flores,Portugal,37.6534,-31.7687,5.0,10.0,385,2021-12-31 00:58:32,2021,12
2021-12-31,256 km ESE of Tadine,New Caledonia,-22.4737,170.1563,5.0,10.0,385,2021-12-31 00:50:46,2021,12
2021-12-31,254 km ESE of Tadine,New Caledonia,-22.6042,170.0671,5.0,10.0,385,2021-12-31 00:50:31,2021,12
2021-12-30,Kermadec Islands region,Kermadec Islands region,-28.7732,-176.3468,5.1,10.0,400,2021-12-30 19:19:29,2021,12
2021-12-30,47 km SW of Karluk,Alaska,57.2635,-155.0039,5.0,58.6,387,2021-12-30 13:24:36,2021,12
2021-12-30,157 km SSE of Tondano,Indonesia,-0.0798,125.2498,5.5,42.0,465,2021-12-30 13:13:17,2021,12
2021-12-30,73 km SW of Yonakuni,Japan,23.9867,122.4994,5.3,20.94,434,2021-12-30 06:47:08,2021,12
2021-12-30,South Sandwich Islands region,South Sandwich Islands region,-55.8888,-28.0832,5.7,41.0,500,2021-12-30 04:58:15,2021,12
2021-12-30,Fiji region,Fiji region,-21.6778,-179.3371,5.1,586.42,400,2021-12-30 00:19:54,2021,12
2021-12-29,northern Qinghai,China,36.9982,94.6585,5.0,10.0,385,2021-12-29 21:30:22,2021,12
2021-12-29,135 km NE of Lospalos,Timor Leste,-7.5547,127.7579,5.0,157.68,385,2021-12-29 20:32:52,2021,12
2021-12-29,125 km NNE of Lospalos,Timor Leste,-7.5482,127.5773,7.3,165.49,921,2021-12-29 18:25:51,2021,12
2021-12-29,Crete,Greece,34.713,25.1184,5.0,64.93,385,2021-12-29 16:47:08,2021,12
2021-12-29,north of Severnaya Zemlya,north of Severnaya Zemlya,85.1613,92.5292,5.0,10.0,385,2021-12-29 13:58:30,2021,12
2021-12-29,252 km NW of Attu Station,Alaska,54.5209,170.611,5.0,10.78,385,2021-12-29 09:28:57,2021,12
2021-12-29,19 km S of Pýrgos,Greece,34.8334,25.1386,5.7,64.53,520,2021-12-29 05:08:09,2021,12
2021-12-29,258 km NW of Attu Station,Alaska,54.622,170.6514,5.6,10.0,482,2021-12-29 03:57:32,2021,12
2021-12-29,213 km SSE of Port Blair,India,9.8601,93.4354,5.0,92.37,385,2021-12-29 00:01:00,2021,12
2021-12-28,78 km NNE of Sola,Vanuatu,-13.2352,167.8596,5.1,10.0,400,2021-12-28 19:53:17,2021,12
2021-12-27,60 km SE of Gilgit,Pakistan,35.5592,74.8205,5.2,10.0,421,2021-12-27 13:31:04,2021,12
2021-12-27,118 km E of ‘Ohonua,Tonga,-21.4466,-173.8105,5.5,11.37,465,2021-12-27 11:34:08,2021,12
2021-12-27,southern East Pacific Rise,southern East Pacific Rise,-34.8911,-108.113,5.0,10.0,385,2021-12-27 09:44:06,2021,12
2021-12-27,Volcano Islands,Japan region,22.7361,143.143,5.2,112.74,416,2021-12-27 00:11:49,2021,12
2021-12-26,25 km S of Fry,Greece,35.1923,26.9659,5.6,10.0,485,2021-12-26 18:59:02,2021,12
2021-12-26,South Sandwich Islands region,South Sandwich Islands region,-58.8429,-26.6396,5.0,123.61,385,2021-12-26 17:59:36,2021,12
2021-12-26,141 km E of Levuka,Fiji,-18.1104,-179.352,6.1,639.16,572,2021-12-26 15:42:57,2021,12
2021-12-26,30 km S of Fry,Greece,35.1452,26.8939,5.1,10.0,400,2021-12-26 15:15:11,2021,12
2021-12-26,75 km SE of Gorontalo,Indonesia,-0.0201,123.4601,5.4,107.55,449,2021-12-26 15:01:30,2021,12
2021-12-26,southwestern Ryukyu Islands,Japan,25.2095,125.6031,5.9,19.09,539,2021-12-26 08:26:47,2021,12
2021-12-26,160 km WNW of Tobelo,Indonesia,2.1321,126.624,5.3,26.42,432,2021-12-26 02:22:53,2021,12
2021-12-25,Mid-Indian Ridge,Mid-Indian Ridge,-8.7804,67.4715,5.1,10.0,400,2021-12-25 19:21:39,2021,12
2021-12-25,Pacific-Antarctic Ridge,Pacific-Antarctic Ridge,-55.8701,-144.2273,5.4,10.0,449,2021-12-25 14:36:00,2021,12
2021-12-25,Fiji region,Fiji region,-17.4835,-177.4529,5.2,407.68,416,2021-12-25 12:39:22,2021,12
2021-12-25,124 km SSE of Hihifo,Tonga,-17.0419,-173.49,5.6,42.98,484,2021-12-25 12:39:13,2021,12
2021-12-25,67 km N of Isangel,Vanuatu,-18.9362,169.2459,5.0,226.04,385,2021-12-25 12:19:57,2021,12
2021-12-25,South Indian Ocean,South Indian Ocean,-36.3365,53.3368,5.4,10.0,449,2021-12-25 09:20:12,2021,12
2021-12-24,63 km WSW of Tari,Papua New Guinea,-6.0823,142.4252,5.0,10.0,385,2021-12-24 21:34:02,2021,12
2021-12-24,88 km NNW of Phôngsali,Laos,22.3699,101.6708,5.7,9.48,659,2021-12-24 13:43:22,2021,12
2021-12-24,149 km S of Al Ghayz?ah,Yemen,14.858,52.1551,5.3,10.0,433,2021-12-24 10:57:42,2021,12
2021-12-24,Pacific-Antarctic Ridge,Pacific-Antarctic Ridge,-54.1122,-136.6627,5.1,10.0,400,2021-12-24 01:41:22,2021,12
2021-12-22,213 km SW of La Cruz de Loreto,Mexico,18.8369,-107.0706,6.0,10.0,558,2021-12-22 23:22:58,2021,12
2021-12-22,South Sandwich Islands region,South Sandwich Islands region,-57.7576,-25.453,5.3,35.0,432,2021-12-22 13:49:52,2021,12
2021-12-22,58 km ESE of Kokopo,Papua New Guinea,-4.6188,152.7212,5.2,57.58,416,2021-12-22 09:19:55,2021,12
2021-12-22,South Sandwich Islands region,South Sandwich Islands region,-57.7817,-25.34,5.9,35.0,536,2021-12-22 05:51:51,2021,12
2021-12-21,58 km E of Port Alsworth,Alaska,60.1237,-153.2742,5.9,151.2,1096,2021-12-21 22:42:15,2021,12
2021-12-21,Andaman Islands,India region,10.2993,94.0416,5.0,10.0,385,2021-12-21 21:08:33,2021,12
2021-12-21,Izu Islands,Japan region,31.1064,142.3123,5.0,10.0,385,2021-12-21 16:46:59,2021,12
2021-12-21,Izu Islands,Japan region,31.2206,142.2798,5.1,10.0,400,2021-12-21 16:42:40,2021,12
2021-12-21,South Atlantic Ocean,South Atlantic Ocean,-54.2486,-40.5078,5.0,10.0,385,2021-12-21 04:24:35,2021,12
2021-12-21,86 km E of Sarangani,Philippines,5.381,126.2414,5.0,70.33,385,2021-12-21 02:55:12,2021,12
2021-12-21,56 km ENE of Lakatoro,Vanuatu,-15.8861,167.8991,5.0,158.16,385,2021-12-21 01:34:30,2021,12
2021-12-20,7km N of Petrolia,CA,40.3901667,-124.298,6.2,27.04,1420,2021-12-20 20:10:31,2021,12
2021-12-20,29km W of Petrolia,CA,40.2978333,-124.626,5.65,16.51,491,2021-12-20 20:10:20,2021,12
2021-12-20,40 km N of Burruyacú,Argentina,-26.1349,-64.688,5.0,10.0,386,2021-12-20 16:34:26,2021,12
2021-12-20,25 km ENE of Shizunai-furukawach?,Japan,42.3918,142.6649,5.1,40.84,401,2021-12-20 16:05:25,2021,12
2021-12-20,South Sandwich Islands region,South Sandwich Islands region,-56.8399,-24.0136,5.9,10.0,536,2021-12-20 03:39:34,2021,12
2021-12-19,53 km NW of Sainyabuli,Laos,19.5613,101.3109,5.5,10.0,478,2021-12-19 21:06:15,2021,12
2021-12-19,85 km W of Labasa,Fiji,-16.3139,178.5777,6.2,10.0,600,2021-12-19 16:28:22,2021,12
2021-12-19,South Sandwich Islands region,South Sandwich Islands region,-57.991,-25.2933,5.0,35.0,385,2021-12-19 08:09:27,2021,12
2021-12-19,225 km N of Bamboo Flat,India,13.7358,92.7495,5.1,10.0,400,2021-12-19 03:19:46,2021,12
2021-12-18,northern Qinghai,China,38.9211,92.619,5.4,10.0,449,2021-12-18 23:54:27,2021,12
2021-12-18,227 km SSE of Isangel,Vanuatu,-21.4364,170.133,5.1,10.0,402,2021-12-18 20:14:16,2021,12
2021-12-18,Prince Edward Islands region,Prince Edward Islands region,-47.1259,33.5085,6.0,10.0,554,2021-12-18 20:05:45,2021,12
2021-12-18,Near the north coast of Papua,Indonesia,-0.6917,131.5239,5.2,10.0,416,2021-12-18 18:25:59,2021,12
2021-12-18,23 km ESE of Kýthira,Greece,36.0912,23.2437,5.0,63.5,390,2021-12-18 05:16:39,2021,12
2021-12-18,67 km SE of ‘Ohonua,Tonga,-21.8009,-174.5284,5.1,10.0,400,2021-12-18 01:12:29,2021,12
2021-12-17,231 km E of Levuka,Fiji,-17.9852,-178.5023,5.7,575.13,500,2021-12-17 20:02:30,2021,12
2021-12-17,south of Panama,south of Panama,4.8966,-82.5966,5.1,10.0,400,2021-12-17 00:12:53,2021,12
2021-12-16,Mid-Indian Ridge,Mid-Indian Ridge,-40.6575,78.1608,5.0,10.0,385,2021-12-16 22:20:05,2021,12
2021-12-16,South Sandwich Islands region,South Sandwich Islands region,-60.1754,-23.8375,6.0,15.0,554,2021-12-16 21:14:46,2021,12
2021-12-16,Mid-Indian Ridge,Mid-Indian Ridge,-40.6075,78.3912,5.1,10.0,400,2021-12-16 20:40:29,2021,12
2021-12-16,277 km S of Ambon,Indonesia,-6.1953,127.989,5.2,378.62,416,2021-12-16 11:03:30,2021,12
2021-12-16,247 km NE of Lospalos,Timor Leste,-7.0438,128.6847,5.6,10.0,482,2021-12-16 04:26:06,2021,12
2021-12-15,South Sandwich Islands region,South Sandwich Islands region,-57.9668,-25.0462,5.0,35.0,385,2021-12-15 16:34:41,2021,12
2021-12-15,33 km ENE of Santa Monica,Philippines,10.1759,126.3021,5.0,35.0,385,2021-12-15 13:11:42,2021,12
2021-12-15,55 km NE of Masjed Soleym?n,Iran,32.3102,49.693,5.0,10.0,386,2021-12-15 08:21:09,2021,12
2021-12-15,south of the Fiji Islands,south of the Fiji Islands,-25.8869,-179.9848,5.0,472.83,385,2021-12-15 07:14:13,2021,12
2021-12-14,Kermadec Islands,New Zealand,-30.3527,-177.457,5.2,10.0,416,2021-12-14 12:45:36,2021,12
2021-12-14,111 km N of Maumere,Indonesia,-7.6129,122.3166,5.6,10.0,482,2021-12-14 08:31:31,2021,12
2021-12-14,129 km NNW of Maumere,Indonesia,-7.5496,121.7358,5.0,10.0,385,2021-12-14 05:46:40,2021,12
2021-12-14,78 km W of Vallenar,Chile,-28.6861,-71.5555,5.5,17.79,474,2021-12-14 04:23:55,2021,12
2021-12-14,145 km NNW of Maumere,Indonesia,-7.3823,121.7602,5.1,10.0,400,2021-12-14 03:47:02,2021,12
2021-12-14,112 km N of Maumere,Indonesia,-7.605,122.2449,5.8,10.0,518,2021-12-14 03:25:27,2021,12
2021-12-14,111 km N of Maumere,Indonesia,-7.6086,122.2473,5.7,10.0,500,2021-12-14 03:23:30,2021,12
2021-12-14,Flores Sea,Flores Sea,-7.6033,122.2274,7.3,14.27,854,2021-12-14 03:20:23,2021,12
2021-12-14,89 km S of Topolobampo,Mexico,24.807,-109.2209,5.1,10.0,400,2021-12-14 02:31:32,2021,12
2021-12-13,southeast of Easter Island,southeast of Easter Island,-37.1379,-95.1883,5.4,10.0,449,2021-12-13 21:44:58,2021,12
2021-12-13,241 km E of Tadine,New Caledonia,-21.8145,170.198,5.3,24.67,432,2021-12-13 11:44:48,2021,12
2021-12-13,153 km SSW of Kokopo,Papua New Guinea,-5.6924,151.9627,5.0,27.84,385,2021-12-13 11:12:58,2021,12
2021-12-13,Mindoro,Philippines,13.6205,120.7577,5.5,133.39,478,2021-12-13 09:12:33,2021,12
2021-12-13,3 km SSE of El Pacayal,Mexico,15.5707,-92.0281,5.7,167.0,509,2021-12-13 07:03:07,2021,12
2021-12-13,137 km SSW of Gambiran Satu,Indonesia,-9.536,113.6533,5.0,54.94,387,2021-12-13 05:46:58,2021,12
2021-12-13,south of the Fiji Islands,south of the Fiji Islands,-22.1355,-179.5016,5.0,561.51,385,2021-12-13 00:36:46,2021,12
2021-12-12,south of Africa,south of Africa,-53.0212,22.1307,5.3,10.0,432,2021-12-12 22:11:35,2021,12
2021-12-12,237 km SSW of Severo-Kuril’sk,Russia,48.8583,154.3976,5.0,80.76,385,2021-12-12 19:04:41,2021,12
2021-12-12,west of Macquarie Island,west of Macquarie Island,-60.7916,153.8235,5.3,10.0,432,2021-12-12 09:45:02,2021,12
2021-12-12,west of Macquarie Island,west of Macquarie Island,-60.7956,154.1393,6.6,10.0,670,2021-12-12 08:58:07,2021,12
2021-12-12,South Sandwich Islands region,South Sandwich Islands region,-59.4247,-25.9313,5.0,35.0,385,2021-12-12 08:46:42,2021,12
2021-12-12,155 km ESE of Hirara,Japan,24.1708,126.677,5.0,10.0,385,2021-12-12 06:47:44,2021,12
2021-12-11,248 km NE of Lospalos,Timor Leste,-7.0422,128.6902,5.4,13.0,449,2021-12-11 15:29:46,2021,12
2021-12-11,42 km N of La Serena,Chile,-29.527,-71.2992,5.7,45.0,525,2021-12-11 14:54:19,2021,12
2021-12-11,South Sandwich Islands region,South Sandwich Islands region,-56.1595,-27.6318,5.1,66.16,400,2021-12-11 14:35:44,2021,12
2021-12-10,South Sandwich Islands region,South Sandwich Islands region,-58.9229,-25.9058,5.0,68.21,385,2021-12-10 19:45:24,2021,12
2021-12-10,63 km S of Gorontalo,Indonesia,-0.0345,122.9795,5.0,149.56,385,2021-12-10 18:39:18,2021,12
2021-12-10,Kermadec Islands region,Kermadec Islands region,-31.5014,-178.1747,5.2,33.46,416,2021-12-10 13:27:55,2021,12
2021-12-10,South Sandwich Islands region,South Sandwich Islands region,-58.1683,-26.0734,5.0,80.44,385,2021-12-10 11:11:06,2021,12
2021-12-09,off the coast of Oregon,off the coast of Oregon,44.1627,-129.5187,5.4,10.0,449,2021-12-09 23:32:16,2021,12
2021-12-09,256 km S of ‘Ohonua,Tonga,-23.6291,-175.2664,5.1,10.0,400,2021-12-09 22:09:40,2021,12
2021-12-09,off the coast of Oregon,off the coast of Oregon,44.1432,-129.5955,5.2,10.0,418,2021-12-09 21:08:55,2021,12
2021-12-09,79 km S of Kokopo,Papua New Guinea,-5.0632,152.2445,5.7,34.0,502,2021-12-09 13:52:33,2021,12
2021-12-09,116 km N of Naze,Japan,29.4132,129.3846,6.0,7.0,563,2021-12-09 02:05:07,2021,12
2021-12-08,central East Pacific Rise,central East Pacific Rise,-2.9477,-102.4718,5.3,10.0,432,2021-12-08 23:25:16,2021,12
2021-12-08,off the coast of Oregon,off the coast of Oregon,44.0476,-129.2784,5.0,10.0,387,2021-12-08 22:22:08,2021,12
2021-12-08,South Sandwich Islands region,South Sandwich Islands region,-57.2697,-25.5499,5.0,57.5,385,2021-12-08 20:48:48,2021,12
2021-12-08,158 km NE of Maumere,Indonesia,-7.8031,123.3878,5.1,251.92,400,2021-12-08 19:00:53,2021,12
